"Tybero Istarion","提贝罗·伊斯昂","","",""
"Silence","宁静号","","",""
"Triston Farwynd","崔斯顿·法温","","",""
"Yeen","夷林","","",""
"Edmund Gardener","艾德蒙·园丁","","",""
"Marq Rankenfell","马柯·蓝肯菲尔","","",""
"House Staunton","斯汤顿家族","","",""
"Olyvar Oakheart","奥利法·奥克赫特","","",""
"Ben Plumm","本·普棱","","",""
"Tygett Lannister","提盖特·兰尼斯特","","",""
"Grief (ship)","悲伤号","","",""
"White Graces","白圣女","","",""
"Baelon Targaryen (son of Jaehaerys I)","贝尔隆·坦格利安(杰赫里斯一世之子)","","",""
"Bastard's Boys","私生子的好小子","","",""
"Brandon's Gift","布兰登的馈赠","","",""
"Illyrio Mopatis","伊利里欧·摩帕提斯","","",""
"A Game of Thrones","权力的游戏","","",""
"Melessa Florent","梅丽莎·佛罗伦","","",""
"Mellara Rivers","梅拉萝·河文","","",""
"Rufus Leek","卢佛斯·李科","","",""
"Port Moraq","莫拉克港","","",""
"House Norcross","诺科斯家族","","",""
"Myr","密尔","","",""
"The Wildfire Plot","野火阴谋","","",""
"House Redfort","雷德佛家族","","",""
"Arson Iceaxe","冰斧亚森","","",""
"Vhagar (ship)","瓦格哈尔号","","",""
"Sunset Sea","日落之海","","",""
"harpy","鹰身女妖","","",""
"Luthor Tyrell","罗斯·提利尔","","",""
"Quill and Tankard","羽笔酒樽","","",""
"Vhagar","瓦格哈尔","","",""
"Alequo Adarys","阿里克·阿达瑞斯","","",""
"Spirit Summer","鬼夏","","",""
"Valyrian steel","瓦雷利亚钢","","",""
"Kayakayanaya","卡亚卡亚纳亚","","",""
"Daeron I Targaryen","戴伦·坦格利安一世","","",""
"Leona Tyrell","里雅·提利尔","","",""
"Siege of Meereen","弥林之战","","",""
"Summer","夏天(冰原狼)","","",""
"Baelor I Targaryen","贝勒·坦格利安一世","","",""
"Band of Nine","九人团","","",""
"Walton Frey","沃顿·佛雷","","",""
"House Banefort","班佛特家族","","",""
"Narrow sea","狭海","","",""
"Johanna Swann","乔安娜·史文","","",""
"Gran Goodbrother","葛蓝·古柏勒","","",""
"Dagger Lake","匕首湖","","",""
"Crow's Nest","鸦巢城","","",""
"Tywin Lannister","泰温·兰尼斯特","","",""
"Osric Umber","欧斯里克·安柏","","",""
"Samwell Spicer","山姆威尔·斯派瑟","","",""
"Ithoke","伊斯科","","",""
"Mammoth","长毛象","","",""
"Tremond Gargalen","崔蒙德·戈根勒斯","","",""
"House Ball","波尔家族","","",""
"Brave Joffrey (ship)","英勇乔佛里号","","",""
"Tom Costayne","汤姆·科托因","","",""
"Qhorin Volmark","科林·沃马克","","",""
"Waspwillow","蜂柳","","",""
"Salladhor Saan","萨拉多·桑恩","","",""
"Jeyne Goodbrook","简妮·古柏克","","",""
"Grazdhan zo Rhaezn","格卡兹汉·佐·拉赫赞","","",""
"Alyn Connington","埃林·克林顿","","",""
"Tiqui","提岖","","",""
"John Mudd","约翰·穆德","","",""
"Rafford","拉夫德","","",""
"Tanselle","坦茜莉","","",""
"Jonos Bracken","杰诺斯·布雷肯","","",""
"Battle at the Mummer's Ford","喋血戏子滩","","",""
"Dragon Horn","龙之号角","","",""
"Gulf of Grief","悲痛海湾","","",""
"Seahorse","海马号","","",""
"Dance of the Dragons#The Dance over Shipbreaker Bay","破船湾狂舞","","",""
"Janyce Hunter","简茜·杭特","","",""
"House Long","朗家族","","",""
"Lucas Blackwood","卢卡斯·布莱伍德","","",""
"Areo Hotah","阿利欧·何塔","","",""
"House Waynwood","韦伍德家族","","",""
"Kingdom of Sarnor","萨洛尔王国","","",""
"Grandview","全视城","","",""
"Serenei of Lys","里斯的塞蕊娜","","",""
"Last Hero","最后的英雄","","",""
"Guest right","宾客权利","","",""
"Xaro Xhoan Daxos","札罗·赞旺·达梭斯","","",""
"Greyhound","灰狗号","","",""
"Vaes Leisi","维斯·勒斯","","",""
"House Tarly","塔利家族","","",""
"Lester","利斯特","","",""
"House Thorne","索恩家族","","",""
"Ash","灰烬","","",""
"Yi Ti","夷地","","",""
"Edric Storm","艾德瑞克·风暴","","",""
"Lanna","拉娜","","",""
"Aegon Blackfyre","伊耿·黑火","","",""
"Lhorulu","拉鲁鲁江","","",""
"Marahai","莫拉海岛","","",""
"Antler River","鹿角河","","",""
"Tolos","脱罗斯","","",""
"Teats","双乳峰","","",""
"Bessa","贝莎","","",""
"Doom of Valyria","瓦雷利亚的末日浩劫","","",""
"First Dornish War","第一次多恩战争","","",""
"Just Maid","正义之淑女","","",""
"Doquu","多鲁岛","","",""
"Amethyst Empress","紫晶女皇","","",""
"Summer Tongue","盛夏群岛语","","",""
"House Ruttiger","鲁特格尔家族","","",""
"Mad Axe","疯斧","","",""
"Ronald Vance","罗纳德·凡斯","","",""
"Pate (Novice)","佩特(学徒)","","",""
"Riverspring","河泉城","","",""
"Chataya's brothel","莎塔雅的妓院","","",""
"Yurkhaz zo Yunzak","亚克哈兹·佐·亚扎克","","",""
"Fairmarket","美人集","","",""
"Grisella","吉塞拉","","",""
"Beardless Dick","没胡子的迪克","","",""
"Leslyn Haigh","勒斯林·海伊","","",""
"Lucas Nayland","卢卡斯·内兰","","",""
"House Yarwyck","亚威克家族","","",""
"Addam Marbrand","亚当·马尔布兰","","",""
"Murenmure","莫伦莫","","",""
"Leo Tyrell","里奥·提利尔","","",""
"Jez","杰兹","","",""
"Brightroar","光啸","","",""
"Garth III Gardener","加尔斯·园丁三世","","",""
"Steffon Darklyn","史蒂芬·达克林","","",""
"Battle of Fair Isle","仙女岛之战","","",""
"Munciter","蒙西特","","",""
"Thrall","奴工","","",""
"Malo Jayn","莫罗·杰恩","","",""
"House Sarwyck of Riverspring","萨威克家族","","",""
"ALIOS QHAEDAR","艾里奥斯·奇赫达","","",""
"Riverrun","奔流城","","",""
"Sandstone","沙石城","","",""
"Qavo Nogarys","魁沃·诺加斯","","",""
"Casterly Rock","凯岩城","","",""
"Pinkmaiden Castle","红粉城","","",""
"Indigo Straits","靛青海峡","","",""
"Matthar","梅沙","","",""
"Growler","咆哮","","",""
"Daenerys Targaryen","丹妮莉丝·坦格利安","","",""
"Davos Seaworth","戴佛斯·席渥斯","","",""
"Black Bargeman","黑船工","","",""
"Lewys Piper","林斯·派柏","","",""
"Nightfall","夜临","","",""
"Alesandor Torrent","亚历山多·托伦特","","",""
"Shadowbinder","缚影士","","",""
"Estermont","伊斯蒙岛","","",""
"Pylos","派洛斯","","",""
"Fourteen Flames","十四火峰","","",""
"Lives of the High Septons","历代总主教纪事","","",""
"King of the Torrentine","湍流河之王","","",""
"Anders Yronwood","安德斯·伊伦伍德","","",""
"Queenscrown","后冠镇","","",""
"Pride of Driftmark","潮头岛之荣光号","","",""
"Gerion Lannister","吉利安·兰尼斯特","","",""
"Eldred Codd","艾德里德·考德","","",""
"Honor of Oldtown","旧镇荣耀号","","",""
"Drunkard's Tower","醉鬼塔","","",""
"Black Knife","黑刃","","",""
"Blackhaven","黑港城","","",""
"Frozen Shore","冰封海岸","","",""
"Sept","圣堂","","",""
"House Lefford","莱佛德家族","","",""
"The Mystery Knight","神秘骑士","","",""
"Mole's Town","鼹鼠村","","",""
"Galbart Glover","盖伯特·葛洛佛","","",""
"Robert Arryn","劳勃·艾林","","",""
"Quicksilver","水银号","","",""
"Known world","已知世界","","",""
"Orland of Oldtown","旧镇的奥兰多","","",""
"Willow Wood","柳木城","","",""
"Dragon's Breath","龙息草","","",""
"Elys Westerling","伊利·维斯特林","","",""
"Hayford","哈佛城","","",""
"Rutting Meadow","发情草场","","",""
"Kennet (maester)","肯内特(学士)","","",""
"Lord Hayford","哈佛伯爵","","",""
"Harrold Osgrey","哈罗德·奥斯格雷","","",""
"House Greystark","灰史塔克家族","","",""
"Knight of the Red Chicken","红鸡骑士","","",""
"Ko","寇","","",""
"House Peasebury","比兹伯利家族","","",""
"Myriah Martell","弥丽亚·马泰尔","","",""
"Daggerleaf","匕首叶","","",""
"Tytos Frey","泰陀斯·佛雷","","",""
"Derring Downs","奋勇丘","","",""
"Defiance of Duskendale","暮谷镇之乱","","",""
"Noble Lady","贵妇号","","",""
"House Clegane","克里冈家族","","",""
"Brandon Stark (Ice Eyes)","布兰登史塔克冰眼","","",""
"Dale Seaworth","戴尔·席渥斯","","",""
"Tybolt Hetherspoon","泰伯特·赫斯班","","",""
"Raventree Hall","鸦树城","","",""
"Val","瓦迩","","",""
"Dornish Marches","多恩边疆地","","",""
"Steffon Hollard","史蒂芬·霍拉德","","",""
"Nightfort","长夜堡","","",""
"House Blount","布劳恩家族","","",""
"Pate (Maidenpool)","佩特(女泉城)","","",""
"Blue winter rose","冬雪玫瑰","","",""
"Catelyn Stark","凯特琳·史塔克","","",""
"Torghen Flint","托根亨·菲林特","","",""
"Robert Baratheon","劳勃·拜拉席恩","","",""
"Rickon Stark","瑞肯·史塔克","","",""
"Will Humble","威尔·汉博利","","",""
"Raynard","雷那德","","",""
"Leviathan (ship)","海兽号","","",""
"Belwas","贝沃斯","","",""
"Merry Midwife","欢乐接生婆号","","",""
"Hodor","阿多","","",""
"House Costayne","科托因家族","","",""
"Bloodstone Emperor","血石帝","","",""
"Stag of the Sea","海鹿号","","",""
"Port Yhos","耶奥斯港","","",""
"Grey Glen","灰谷城","","",""
"Ondrew Locke","欧鲁·洛克","","",""
"Liane Vance","莉莲安·凡斯","","",""
"House Jordayne","乔戴恩家族","","",""
"Black Wind","黑风号","","",""
"Theo Bolling","席奥·波林","","",""
"Serra","西拉","","",""
"Smokeberry browns","烟莓酒","","",""
"Aladore Florent","阿拉德·佛罗伦","","",""
"Forest of Qohor","科霍尔森林","","",""
"Warden of the West","西境守护","","",""
"Ronnel Penrose","罗纳·庞洛斯","","",""
"Wynafryd Manderly","薇尔菲德·曼德勒","","",""
"Bryen Caron","拜兰·卡伦","","",""
"Larra Blackmont","劳拉·布莱蒙","","",""
"Happy Port","快乐码头","","",""
"House Arryn of Gulltown","海鸥镇的艾林家族","","",""
"Medgar Tully","梅德加·徒利","","",""
"Elyas Willum","埃利斯·威廉","","",""
"House Moreland","摩兰德家族","","",""
"Alyn Estermont","埃林·伊斯蒙","","",""
"Master of Coin","财政大臣","","",""
"Lord treasurer","国库经理","","",""
"Sigorn","赛贡","","",""
"Jocelyn Swyft","乔斯琳·史威佛","","",""
"Bedding","闹洞房","","",""
"Quent","昆特","","",""
"Elwood Meadows","埃伍德·梅斗","","",""
"Myles Manwoody","米斯·曼伍笛","","",""
"Fat Fellow","胖子","","",""
"Sara","萨拉","","",""
"Quentyn Ball","昆廷·波尔","","",""
"Sow's Horn","母猪角","","",""
"Duram Bar Emmon","杜兰·巴尔艾蒙","","",""
"Maelor Targaryen","梅拉尔·坦格利安","","",""
"Dragonflame","龙焰","","",""
"The Strangler","扼死者","","",""
"Mhysa","弥莎","","",""
"Dove","百舌鸟号","","",""
"A Game of Thrones (board game)","权力的游戏(版图桌游)","","",""
"Greenhill","绿丘","","",""
"Ambrose Butterwell","安布罗斯·巴特威","","",""
"Rape of the Three Sisters","凌辱三姐妹","","",""
"Howland Reed","霍兰·黎德","","",""
"Jaqen H'ghar","贾昆·赫加尔","","",""
"Aerion Targaryen (father of Aegon I)","伊利昂·坦格利安(伊耿一世之父)","","",""
"Siege of Astapor","阿斯塔波攻防战","","",""
"Blackcrown","黑冠城","","",""
"Narbert Grandison","纳伯特·格兰德森","","",""
"Laenor Velaryon","兰尼诺·瓦列利安","","",""
"Cerenna Lannister","莎琳娜·兰尼斯特","","",""
"Lyonel Tyrell","莱昂诺·提利尔(里奥之子)","","",""
"Melara Crane","梅拉雅·克连恩","","",""
"Harma","哈犸","","",""
"House Peat","比特家族","","",""
"Clayton Suggs","克拉顿·宋格","","",""
"Osric Stark","欧斯里克·史塔克","","",""
"Andrew Estermont","安德鲁·伊斯蒙","","",""
"Red Lake","红湖城","","",""
"Willas Tyrell","维拉斯·提利尔","","",""
"Rhialta Vance","萝娅塔·凡斯","","",""
"Gyles II Gardener","盖尔斯·园丁二世","","",""
"Gregor Forrester","格雷果·森林","","",""
"Acorn Hall","橡果厅","","",""
"Droopeye Dale","戴尔","","",""
"Sorrowful Men","遗憾客","","",""
"Laswell Peake","莱斯维尔·培克","","",""
"Gyles Rosby","盖尔斯·罗斯比","","",""
"Alyn Blackwood","埃林·布莱伍德","","",""
"Second Sons","次子团","","",""
"pyramid of Yherizan","雅赫赞金字塔","","",""
"Mander","曼德河","","",""
"Hugo Arryn","雨果·艾林","","",""
"Sister's stew","姐妹乱炖","","",""
"Brynden Blackwood","布林登·布莱伍德","","",""
"House Myre","密瑞家族","","",""
"Lorath Bay","罗拉斯湾","","",""
"Russell Merryweather","鲁赛尔·玛瑞魏斯","","",""
"Symond Templeton","赛蒙·坦帕顿","","",""
"Roseroad","玫瑰大道","","",""
"Alyn Ambrose","埃林·安布罗斯","","",""
"Arlan III Durrandon","阿兰·杜兰登三世","","",""
"The Name Day Boy","命名日的男孩","","",""
"Cape Kraken","海怪角","","",""
"Herbert Bolling","赫伯特·波林","","",""
"Lys","里斯","","",""
"Godwyn","高德温","","",""
"Six Sorrows","六件悲伤的往事","","",""
"Belicho Staegone","贝里西奥·斯坦戈尼","","",""
"Dagon's Feast","达衮之宴号","","",""
"Stalwart Shield","坚盾","","",""
"Moribald Chester","马巴德·切斯塔","","",""
"John II Gardener","约翰·园丁二世","","",""
"Axell Florent","亚赛尔·佛罗伦","","",""
"House Hunter","杭特家族","","",""
"Arlan I Durrandon","阿兰·杜兰登一世","","",""
"Sword of the Morning","拂晓神剑","","",""
"Rhaelle Targaryen","雷蕾·坦格利安","","",""
"Nymella Toland","纳梅拉·托兰","","",""
"Scales","鳞片","","",""
"Symon Hollard","西蒙·霍拉德","","",""
"Arstan Selmy","阿斯坦·赛尔弥","","",""
"Lester Morrigen","利斯特·莫里根","","",""
"Rickard Stark (King)","瑞卡德·史塔克(国王)","","",""
"Jack-Be-Lucky","“幸运”杰克","","",""
"Griffin's Roost","鹫巢堡","","",""
"Maynard","梅纳德","","",""
"Dake","戴克(坚定堡)","","",""
"Dragons","龙","","",""
"Shyra Errol","席拉·埃洛尔","","",""
"Aegon III Targaryen","伊耿·坦格利安三世","","",""
"Craster's Keep","卡斯特的堡垒","","",""
"Forlorn Hope","无望号","","",""
"Lenwood Tawney","伦伍德·陶尼","","",""
"Wick Wittlestick","麻杆维克","","",""
"Lady of the Leaves","树叶夫人","","",""
"King Joffrey's Valor","乔佛里国王的勇气号","","",""
"Thunderer","雷霆号","","",""
"House Fossoway of Cider Hall","果酒厅的佛索威家族","","",""
"Moon Boy","月童","","",""
"Arys Oakheart","亚历斯·奥克赫特","","",""
"Kingsmoot","选王会","","",""
"Emmond","埃蒙德","","",""
"Essos","厄斯索斯","","",""
"Duncan the tall","“高个”邓肯","","",""
"Maegi","巫魔女","","",""
"Fogo","佛戈","","",""
"Nyessos Vhassar","奈西索·维萨马","","",""
"Balaq","巴曲","","",""
"Valyrian Freehold","瓦雷利亚自由堡垒","","",""
"Rolland Darklyn","罗兰德·达克林","","",""
"Wilbert Osgrey","威尔伯特·奥斯格雷","","",""
"Eleanor Mooton","依兰诺·慕顿","","",""
"Marsella Waynwood","马塞娜·韦伍德","","",""
"Tourney of Maidenpool","女泉城比武大会","","",""
"House Trant","特兰家族","","",""
"Shark","鲨鱼号","","",""
"Garin's Curse","盖林的诅咒","","",""
"Garth VI Gardener","加尔斯·园丁六世","","",""
"Harvest feast","丰收宴会","","",""
"Squirrel","松鼠","","",""
"Martyn Hightower","马丁·海塔尔","","",""
"Pebble","卵石岛","","",""
"Spears of the Merling King","人鱼王之矛","","",""
"Cairns","石冢村","","",""
"Steel Road","钢之路","","",""
"Paul","保罗","","",""
"Lyessa Flint","莱珊·菲林特","","",""
"Harren Botley","赫伦·波特利","","",""
"Easy","伊希","","",""
"Prince's Pass","亲王隘口","","",""
"Mace Tyrell","梅斯·提利尔","","",""
"Lady Ushanora","乌莎诺拉小姐号","","",""
"Bellonara Otherys","贝罗娜拉·奥瑟里斯","","",""
"House Stonetree","斯通垂家族","","",""
"Joss Stilwood","乔斯·斯提伍德","","",""
"Harren the Red","红心赫伦","","",""
"Pate (Mory)","佩特(莫里)","","",""
"House of Rhazdar","雷哈达家族","","",""
"Jocelyn Penrose","杰依·庞洛斯","","",""
"Silken Spirit","丝灵号","","",""
"Rossart","罗萨特","","",""
"Mermaid's Kiss","人鱼之吻号","","",""
"Mother Mole","鼹鼠妈妈","","",""
"Old Wyk","老威克岛","","",""
"Oledo","奥莱多号","","",""
"Steffon Fossoway","史蒂芬·佛索威","","",""
"Torman Peake","陶曼·培克","","",""
"Warlocks","男巫","","",""
"Leyla Hightower","勒拉·海塔尔","","",""
"House Manderly","曼德勒家族","","",""
"Garth X Gardener","加尔斯·园丁十世","","",""
"Keyholders","看匙人","","",""
"Pink Graces","粉圣女","","",""
"Oro Tendyris","奥罗·特德丢斯","","",""
"Dagos Manwoody","达苟士·曼伍笛","","",""
"Iron Fleet","铁舰队","","",""
"Tybolt Lannister (the thunderbolt)","泰伯特·兰尼斯特(凯岩王)","","",""
"Trader Town","商贸镇","","",""
"Skagos","斯卡格斯岛","","",""
"Florian","佛罗理安","","",""
"Yandry","耶达里","","",""
"House Florent","佛罗伦家族","","",""
"Secret marriage pact","秘密婚约","","",""
"House Horpe","霍普家族","","",""
"Mya Stone","米亚·石东","","",""
"Alester II Arryn","艾利斯特·艾林二世","","",""
"Pollitor","波立特","","",""
"Church of Starry Wisdom","群星就位教","","",""
"Wendell Webber","文德尔·维伯","","",""
"Others","异鬼","","",""
"Temple of Memory","记忆的神殿","","",""
"Eustace","尤斯塔斯","","",""
"Heward","海华","","",""
"Shatterstone","碎石堡","","",""
"Corenna Swann","科萝妮·史文","","",""
"House Hoare","霍尔家族","","",""
"Damon Dance-for-Me","舞蹈师达蒙","","",""
"Will (Treb)","威尔(投石)","","",""
"Perra Frey","皮雅·佛雷","","",""
"Hrakkar","赫拉卡","","",""
